rank	freq	highest	term1	term2	norMean	mean	sum	items
0.17	2	341	guanethidine	"parkinson disease"	11.51	17.69	690	39
0.17	2	341	guanethidine	"trypanosomiasis"	11.51	17.69	690	39
0.17	2	347	minoxidil	"arteritis"	11.45	24.52	760	31
0.17	2	347	minoxidil	"epilepsy"	11.45	24.52	760	31
0.17	2	347	minoxidil	"glaucoma"	11.45	24.52	760	31
0.17	2	347	minoxidil	"hemolytic-uremic syndrome"	11.45	24.52	760	31
0.17	2	347	minoxidil	"migraine disorders"	11.45	24.52	760	31
0.17	2	347	minoxidil	"nephritis"	11.45	24.52	760	31
0.17	2	347	minoxidil	"ocular hypertension"	11.45	24.52	760	31
0.17	2	347	minoxidil	"peripheral vascular diseases"	11.45	24.52	760	31
0.17	2	347	minoxidil	"polycystic kidney diseases"	11.45	24.52	760	31
0.17	2	347	minoxidil	"raynaud disease"	11.45	24.52	760	31
0.17	2	347	minoxidil	"sleep disorders"	11.45	24.52	760	31
0.17	2	35	tipifarnib	"lymphoma"	11.75	11.75	47	4
0.17	2	36	silodosin	"hypertension"	11.80	11.80	59	5
0.17	2	418	hydroxychloroquine	"angina pectoris"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"arthritis, reactive"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"dyskinesias"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"eczema"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"epilepsy"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"infarction"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"leishmaniasis"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"multiple sclerosis"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"pulmonary fibrosis"	11.99	18.30	1409	77
0.17	2	418	hydroxychloroquine	"schizophrenia"	11.99	18.30	1409	77
0.17	2	41	methazolamide	"sleep disorders"	12.00	12.00	108	9
0.17	2	41	methyclothiazide	"myocardial ischemia"	12.00	12.00	48	4
0.17	2	41	methyclothiazide	"obesity"	12.00	12.00	48	4
0.17	2	432	tobramycin	"alcoholism"	11.85	19.07	877	46
0.17	2	432	tobramycin	"arthritis, rheumatoid"	11.85	19.07	877	46
0.17	2	432	tobramycin	"cytomegalovirus infections"	11.85	19.07	877	46
0.17	2	432	tobramycin	"dry eye syndromes"	11.85	19.07	877	46
0.17	2	432	tobramycin	"dyskinesias"	11.85	19.07	877	46
0.17	2	432	tobramycin	"graft vs host disease"	11.85	19.07	877	46
0.17	2	432	tobramycin	"hodgkin disease"	11.85	19.07	877	46
0.17	2	432	tobramycin	"intraoperative complications"	11.85	19.07	877	46
0.17	2	432	tobramycin	"lymphoma, non-hodgkin"	11.85	19.07	877	46
0.17	2	432	tobramycin	"prostatic hyperplasia"	11.85	19.07	877	46
0.17	2	432	tobramycin	"pulmonary fibrosis"	11.85	19.07	877	46
0.17	2	432	tobramycin	"vasculitis"	11.85	19.07	877	46
0.17	2	44	lofexidine	"attention deficit disorder with hyperactivity"	11.67	11.67	70	6
0.17	2	45	amifostine	"dry eye syndromes"	11.84	11.84	225	19
0.17	2	45	amifostine	"lymphedema"	11.84	11.84	225	19
0.17	2	45	amifostine	"mycoses"	11.84	11.84	225	19
0.17	2	45	amifostine	"myocardial ischemia"	11.84	11.84	225	19
0.17	2	45	amifostine	"vasculitis"	11.84	11.84	225	19
0.17	2	491	raloxifene	"hypercalcemia"	12.12	27.76	694	25
0.17	2	491	raloxifene	"liver cirrhosis"	12.12	27.76	694	25
0.17	2	491	raloxifene	"lupus erythematosus, systemic"	12.12	27.76	694	25
0.17	2	491	raloxifene	"prostatic hyperplasia"	12.12	27.76	694	25
0.17	2	493	ceftriaxone	"carcinoma, non-small-cell lung"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"crohn disease"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"dry eye syndromes"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"granuloma"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"histiocytosis"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"macular degeneration"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"megacolon"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"panniculitis"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"periodontitis"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"psoriasis"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"retinal degeneration"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"schizophrenia"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"spondylarthritis"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"temporomandibular joint disorders"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"urinary incontinence"	11.68	17.09	1299	76
0.17	2	493	ceftriaxone	"xerostomia"	11.68	17.09	1299	76
0.17	2	49	fluocinonide	"facial dermatoses"	12.00	12.00	96	8
0.17	2	49	fluocinonide	"rosacea"	12.00	12.00	96	8
0.17	2	54	pentosan	"alzheimer disease"	11.65	11.65	198	17
0.17	2	54	pentosan	"diabetes mellitus, type 1"	11.65	11.65	198	17
0.17	2	54	pentosan	"diabetic nephropathies"	11.65	11.65	198	17
0.17	2	54	pentosan	"leukemia"	11.65	11.65	198	17
0.17	2	54	pentosan	"sexual dysfunction, physiological"	11.65	11.65	198	17
0.17	2	54	pentosan	"tauopathies"	11.65	11.65	198	17
0.17	2	56	cyclopenthiazide	"menstruation disturbances"	11.67	11.67	70	6
0.17	2	56	cyclopenthiazide	"pancreatitis"	11.67	11.67	70	6
0.17	2	56	cyclopenthiazide	"premenstrual syndrome"	11.67	11.67	70	6
0.17	2	56	temocapril	"diabetic angiopathies"	11.83	11.83	142	12
0.17	2	56	temocapril	"obesity"	11.83	11.83	142	12
0.17	2	61	piracetam	"autistic disorder"	11.50	11.50	368	32
0.17	2	61	piracetam	"bipolar disorder"	11.50	11.50	368	32
0.17	2	61	piracetam	"encephalitis"	11.50	11.50	368	32
0.17	2	61	piracetam	"migraine disorders"	11.50	11.50	368	32
0.17	2	61	piracetam	"peripheral vascular diseases"	11.50	11.50	368	32
0.17	2	61	piracetam	"sexual dysfunction, physiological"	11.50	11.50	368	32
0.17	2	61	piracetam	"thalassemia"	11.50	11.50	368	32
0.17	2	61	piracetam	"vomiting"	11.50	11.50	368	32
0.17	2	64	cicletanine	"arteriosclerosis"	12.11	12.11	109	9
0.17	2	64	cicletanine	"hypertension, pulmonary"	12.11	12.11	109	9
0.17	2	64	cicletanine	"nephritis"	12.11	12.11	109	9
0.17	2	65	tegaserod	"diabetes mellitus, type 1"	12.00	12.00	84	7
0.17	2	66	zotepine	"alzheimer disease"	11.67	11.67	105	9
0.17	2	66	zotepine	"parkinson disease"	11.67	11.67	105	9
0.17	2	685	venlafaxine	"alopecia"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"alzheimer disease"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"coronary disease"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"diabetes mellitus, type 1"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"eating disorders"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"enuresis"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"fatigue syndrome, chronic"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"hypokalemia"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"osteoporosis"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"pancreatitis"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"peripheral vascular diseases"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"renal insufficiency, chronic"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"tauopathies"	11.77	23.02	1197	52
0.17	2	685	venlafaxine	"urinary incontinence, stress"	11.77	23.02	1197	52
0.17	2	68	pemoline	"eating disorders"	11.67	11.67	140	12
0.17	2	68	pemoline	"epilepsy"	11.67	11.67	140	12
0.17	2	68	pemoline	"hypertension"	11.67	11.67	140	12
0.17	2	68	pemoline	"schizophrenia"	11.67	11.67	140	12
0.17	2	68	sulfinpyrazone	"arthritis, rheumatoid"	11.62	11.62	186	16
0.17	2	68	sulfinpyrazone	"asthma"	11.62	11.62	186	16
0.17	2	68	sulfinpyrazone	"diabetic angiopathies"	11.62	11.62	186	16
0.17	2	68	sulfinpyrazone	"hemolytic-uremic syndrome"	11.62	11.62	186	16
0.17	2	68	sulfinpyrazone	"hypertension"	11.62	11.62	186	16
0.17	2	68	sulfinpyrazone	"peptic ulcer"	11.62	11.62	186	16
0.17	2	75	ticarcillin	"foot ulcer"	11.88	11.88	190	16
0.17	2	75	ticarcillin	"pancreatitis"	11.88	11.88	190	16
0.17	2	75	ticarcillin	"peripheral vascular diseases"	11.88	11.88	190	16
0.17	2	764	pentagastrin	"acquired immunodeficiency syndrome"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"asthma"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"coronary disease"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"erythema"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"intraoperative complications"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"irritable bowel syndrome"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"lymphoma"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"mycoses"	11.88	32.42	1070	33
0.17	2	764	pentagastrin	"osteoporosis"	11.88	32.42	1070	33
0.17	2	76	nomifensine	"coronary disease"	11.47	11.47	218	19
0.17	2	76	nomifensine	"eating disorders"	11.47	11.47	218	19
0.17	2	76	nomifensine	"liver cirrhosis"	11.47	11.47	218	19
0.17	2	76	nomifensine	"lupus erythematosus, systemic"	11.47	11.47	218	19
0.17	2	76	nomifensine	"migraine disorders"	11.47	11.47	218	19
0.17	2	76	nomifensine	"myocardial ischemia"	11.47	11.47	218	19
0.17	2	76	nomifensine	"peptic ulcer"	11.47	11.47	218	19
0.17	2	76	nomifensine	"renal insufficiency, chronic"	11.47	11.47	218	19
0.17	2	79	bumetanide	"autistic disorder"	11.54	11.54	277	24
0.17	2	79	bumetanide	"coronary disease"	11.54	11.54	277	24
0.17	2	79	bumetanide	"endolymphatic hydrops"	11.54	11.54	277	24
0.17	2	79	bumetanide	"hypercalcemia"	11.54	11.54	277	24
0.17	2	79	bumetanide	"inflammatory bowel diseases"	11.54	11.54	277	24
0.17	2	79	bumetanide	"pancreatitis"	11.54	11.54	277	24
0.17	2	79	cromakalim	"long qt syndrome"	11.59	11.59	197	17
0.17	2	79	cromakalim	"peptic ulcer"	11.59	11.59	197	17
0.17	2	79	cromakalim	"sexual dysfunctions, psychological"	11.59	11.59	197	17
0.17	2	79	cromakalim	"urinary retention"	11.59	11.59	197	17
0.17	2	79	cromakalim	"vasculitis"	11.59	11.59	197	17
0.17	2	81	hydroxyprogesterone	"acquired immunodeficiency syndrome"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"alcoholism"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"depressive disorder"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"dermatitis, seborrheic"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"fatigue syndrome, chronic"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"hypokalemia"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"leukemia"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"muscular dystrophies"	12.11	12.11	448	37
0.17	2	81	hydroxyprogesterone	"vomiting"	12.11	12.11	448	37
0.17	2	87	eprosartan	"arteriosclerosis"	11.89	11.89	107	9
0.17	2	87	eprosartan	"diabetic angiopathies"	11.89	11.89	107	9
0.17	2	87	eprosartan	"myocardial ischemia"	11.89	11.89	107	9
0.17	2	87	eprosartan	"obesity"	11.89	11.89	107	9
0.17	2	87	eprosartan	"renal insufficiency, chronic"	11.89	11.89	107	9
0.17	2	93	bucillamine	"cardiomyopathies"	12.00	12.00	132	11
0.17	2	93	bucillamine	"myasthenia gravis"	12.00	12.00	132	11
0.17	2	93	bucillamine	"myocardial ischemia"	12.00	12.00	132	11
0.17	2	93	bucillamine	"osteoarthritis"	12.00	12.00	132	11
0.17	2	93	bucillamine	"pulmonary fibrosis"	12.00	12.00	132	11
0.17	2	93	bucillamine	"renal insufficiency, chronic"	12.00	12.00	132	11
0.17	2	98	rilmenidine	"asthma"	11.73	11.73	129	11
0.17	2	98	rilmenidine	"diabetes mellitus, type 1"	11.73	11.73	129	11
0.17	2	98	rilmenidine	"xerostomia"	11.73	11.73	129	11
0.17	3	109	cariporide	"diabetes mellitus, type 2"	17.45	18.27	201	11
0.17	3	115	thrombomodulin	"alzheimer disease"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"graves disease"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"muscular dystrophies"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"osteoarthritis"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"peptic ulcer"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"pulmonary disease, chronic obstructive"	17.70	18.12	1214	67
0.17	3	115	thrombomodulin	"tauopathies"	17.70	18.12	1214	67
0.17	3	1212	paclitaxel	"epilepsy"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"intraoperative complications"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"liver cirrhosis"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"lupus erythematosus, systemic"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"motor neuron disease"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"myositis"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"nephritis"	18.11	62.91	4152	66
0.17	3	1212	paclitaxel	"pulmonary fibrosis"	18.11	62.91	4152	66
0.17	3	1215	carboplatin	"angina pectoris"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"coronary disease"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"encephalitis"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"glaucoma"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"graft vs host disease"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"meningitis"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"ocular hypertension"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"parkinson disease"	17.36	45.66	2009	44
0.17	3	1215	carboplatin	"peripheral vascular diseases"	17.36	45.66	2009	44
0.17	3	127	cyproterone	"alzheimer disease"	17.71	19.42	602	31
0.17	3	127	cyproterone	"cushing syndrome"	17.71	19.42	602	31
0.17	3	127	cyproterone	"schizophrenia"	17.71	19.42	602	31
0.17	3	127	cyproterone	"substance withdrawal syndrome"	17.71	19.42	602	31
0.17	3	127	cyproterone	"tauopathies"	17.71	19.42	602	31
0.17	3	128	chlordiazepoxide	"eating disorders"	17.92	19.00	494	26
0.17	3	128	chlordiazepoxide	"leukemia"	17.92	19.00	494	26
0.17	3	138	tetrabenazine	"encephalitis"	18.17	21.33	256	12
0.17	3	138	tetrabenazine	"hypertension"	18.17	21.33	256	12
0.17	3	138	tetrabenazine	"substance withdrawal syndrome"	18.17	21.33	256	12
0.17	3	143	mannitol	"amyotrophic lateral sclerosis"	17.95	18.40	1766	96
0.17	3	143	mannitol	"angina pectoris"	17.95	18.40	1766	96
0.17	3	143	mannitol	"autistic disorder"	17.95	18.40	1766	96
0.17	3	143	mannitol	"conjunctival diseases"	17.95	18.40	1766	96
0.17	3	143	mannitol	"hypertension, pulmonary"	17.95	18.40	1766	96
0.17	3	143	mannitol	"leishmaniasis"	17.95	18.40	1766	96
0.17	3	143	mannitol	"menstruation disturbances"	17.95	18.40	1766	96
0.17	3	143	mannitol	"rhinitis, allergic, seasonal"	17.95	18.40	1766	96
0.17	3	143	mannitol	"spondylitis, ankylosing"	17.95	18.40	1766	96
0.17	3	143	mannitol	"wasting syndrome"	17.95	18.40	1766	96
0.17	3	144	aminopterin	"diabetes insipidus"	18.00	22.40	224	10
0.17	3	144	aminopterin	"malaria"	18.00	22.40	224	10
0.17	3	152	cinacalcet	"vomiting"	17.36	22.09	243	11
0.17	3	161	carbachol	"bipolar disorder"	17.33	18.28	1170	64
0.17	3	161	carbachol	"crohn disease"	17.33	18.28	1170	64
0.17	3	161	carbachol	"hyperhidrosis"	17.33	18.28	1170	64
0.17	3	161	carbachol	"migraine disorders"	17.33	18.28	1170	64
0.17	3	161	carbachol	"muscular dystrophies"	17.33	18.28	1170	64
0.17	3	161	carbachol	"rhinitis, allergic, seasonal"	17.33	18.28	1170	64
0.17	3	161	carbachol	"sarcoidosis"	17.33	18.28	1170	64
0.17	3	161	carbachol	"vomiting"	17.33	18.28	1170	64
0.17	3	170	ascorbic	"alopecia"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"amenorrhea"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"arthritis, juvenile rheumatoid"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"attention deficit disorder with hyperactivity"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"autistic disorder"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"bipolar disorder"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"celiac disease"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"depressive disorder"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"hodgkin disease"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"hypertension, pulmonary"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"leg ulcer"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"pulmonary disease, chronic obstructive"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"raynaud disease"	17.81	18.79	2029	108
0.17	3	170	ascorbic	"rhinitis, allergic, seasonal"	17.81	18.79	2029	108
0.17	3	191	acamprosate	"liver cirrhosis"	17.33	27.44	247	9
0.17	3	191	diminazene	"meningitis"	17.29	30.29	212	7
0.17	3	1945	theophylline	"antiphospholipid syndrome"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"arteritis"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"bipolar disorder"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"glaucoma"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"graves disease"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"hodgkin disease"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"leprosy"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"ocular hypertension"	17.45	42.25	3507	83
0.17	3	1945	theophylline	"respiratory distress syndrome, adult"	17.45	42.25	3507	83
0.17	3	2050	ganciclovir	"addison disease"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"diabetic nephropathies"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"dyskinesias"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"intraoperative complications"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"megacolon"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"muscular dystrophies"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"ocular hypertension"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"peripheral vascular diseases"	17.60	50.57	3287	65
0.17	3	2050	ganciclovir	"respiratory distress syndrome, adult"	17.60	50.57	3287	65
0.17	3	208	riluzole	"bipolar disorder"	17.83	28.44	512	18
0.17	3	208	riluzole	"multiple sclerosis"	17.83	28.44	512	18
0.17	3	208	riluzole	"substance withdrawal syndrome"	17.83	28.44	512	18
0.17	3	208	riluzole	"tauopathies"	17.83	28.44	512	18
0.17	3	211	halothane	"encephalitis"	17.92	20.82	1249	60
0.17	3	211	halothane	"granuloma"	17.92	20.82	1249	60
0.17	3	211	halothane	"huntington disease"	17.92	20.82	1249	60
0.17	3	211	halothane	"myotonic dystrophy"	17.92	20.82	1249	60
0.17	3	211	halothane	"nephritis"	17.92	20.82	1249	60
0.17	3	211	halothane	"peripheral vascular diseases"	17.92	20.82	1249	60
0.17	3	211	halothane	"xeroderma pigmentosum"	17.92	20.82	1249	60
0.17	3	2326	clopidogrel	"arthritis, rheumatoid"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"diabetic nephropathies"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"epilepsy"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"gastroesophageal reflux"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"hypertension, pulmonary"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"leg ulcer"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"liver cirrhosis"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"nephritis"	17.65	102.20	5212	51
0.17	3	2326	clopidogrel	"osteoarthritis"	17.65	102.20	5212	51
0.17	3	273	carnitine	"amenorrhea"	17.28	23.08	2054	89
0.17	3	273	carnitine	"asthma"	17.28	23.08	2054	89
0.17	3	273	carnitine	"fibromyalgia"	17.28	23.08	2054	89
0.17	3	273	carnitine	"granuloma"	17.28	23.08	2054	89
0.17	3	273	carnitine	"huntington disease"	17.28	23.08	2054	89
0.17	3	273	carnitine	"menstruation disturbances"	17.28	23.08	2054	89
0.17	3	273	carnitine	"myotonic dystrophy"	17.28	23.08	2054	89
0.17	3	273	carnitine	"osteoporosis"	17.28	23.08	2054	89
0.17	3	273	carnitine	"psoriasis"	17.28	23.08	2054	89
0.17	3	273	carnitine	"raynaud disease"	17.28	23.08	2054	89
0.17	3	273	carnitine	"wasting syndrome"	17.28	23.08	2054	89
0.17	3	289	fenfluramine	"endocarditis"	17.49	22.94	803	35
0.17	3	289	fenfluramine	"irritable bowel syndrome"	17.49	22.94	803	35
0.17	3	289	fenfluramine	"myocardial ischemia"	17.49	22.94	803	35
0.17	3	289	fenfluramine	"premenstrual syndrome"	17.49	22.94	803	35
0.17	3	289	fenfluramine	"renal insufficiency, chronic"	17.49	22.94	803	35
0.17	3	294	nicotinic	"alopecia"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"amyloidosis"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"arteritis"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"cystic fibrosis"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"histiocytosis"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"multiple sclerosis"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"rhinitis, allergic, seasonal"	18.11	26.86	2901	108
0.17	3	294	nicotinic	"sexual dysfunction, physiological"	18.11	26.86	2901	108
0.17	3	32	rioprostil	"gastritis"	17.50	17.50	35	2
0.17	3	3311	carbamazepine	"angina pectoris"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"behcet syndrome"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"celiac disease"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"cushing syndrome"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"diabetes mellitus, type 2"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"muscular dystrophies"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"myofascial pain syndromes"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"ocular hypertension"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"pulmonary fibrosis"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"reflex sympathetic dystrophy"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"renal insufficiency, chronic"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"retinal degeneration"	17.27	53.88	5927	110
0.17	3	3311	carbamazepine	"uveitis"	17.27	53.88	5927	110
0.17	3	366	midazolam	"acquired immunodeficiency syndrome"	17.21	22.56	1624	72
0.17	3	366	midazolam	"bipolar disorder"	17.21	22.56	1624	72
0.17	3	366	midazolam	"hodgkin disease"	17.21	22.56	1624	72
0.17	3	366	midazolam	"inflammatory bowel diseases"	17.21	22.56	1624	72
0.17	3	366	midazolam	"motor neuron disease"	17.21	22.56	1624	72
0.17	3	366	midazolam	"myasthenia gravis"	17.21	22.56	1624	72
0.17	3	366	midazolam	"myotonic dystrophy"	17.21	22.56	1624	72
0.17	3	366	midazolam	"peptic ulcer"	17.21	22.56	1624	72
0.17	3	366	midazolam	"urinary incontinence, stress"	17.21	22.56	1624	72
0.17	3	436	fentanyl	"amyotrophic lateral sclerosis"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"carcinoma, non-small-cell lung"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"cushing syndrome"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"diabetes mellitus, type 1"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"diabetic angiopathies"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"diabetic retinopathy"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"granuloma"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"graves disease"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"hyperaldosteronism"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"hyperhidrosis"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"muscle spasticity"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"prostatic hyperplasia"	17.22	28.72	2728	95
0.17	3	436	fentanyl	"pulmonary fibrosis"	17.22	28.72	2728	95
